Variable,Index,Type,sdev,coef,site
SWup,19,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,19,radi,1.168140553475076,0.9795242547988892,AU-Preston
Qh,19,radi,0.8369543252675442,0.93272864818573,AU-Preston
Qle,19,radi,0.5559289908967435,0.44393548369407654,AU-Preston
Qtau,19,radi,0.30365074579210877,0.8846532106399536,AU-Preston
SWup,20,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,20,radi,1.1680189301848756,0.9785928726196289,AU-Preston
Qh,20,radi,0.8325720526366303,0.9317829608917236,AU-Preston
Qle,20,radi,0.5611548615910263,0.44663527607917786,AU-Preston
Qtau,20,radi,0.3033051751593669,0.883857250213623,AU-Preston
SWup,21,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,21,radi,1.1685091264334855,0.9788095951080322,AU-Preston
Qh,21,radi,0.8331330860476227,0.9319112300872803,AU-Preston
Qle,21,radi,0.5608834560276162,0.44638925790786743,AU-Preston
Qtau,21,radi,0.30338149443802287,0.8840479850769043,AU-Preston
SWup,22,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,22,radi,1.1687862794116302,0.9794888496398926,AU-Preston
Qh,22,radi,0.8365243350021779,0.9326893091201782,AU-Preston
Qle,22,radi,0.5567202955671997,0.44561663269996643,AU-Preston
Qtau,22,radi,0.30362628712625334,0.8845943212509155,AU-Preston
SWup,23,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,23,radi,1.169421821856712,0.9795971512794495,AU-Preston
Qh,23,radi,0.8370211388150325,0.9327895641326904,AU-Preston
Qle,23,radi,0.556421831659064,0.4453924596309662,AU-Preston
Qtau,23,radi,0.3037090816233066,0.8847723007202148,AU-Preston
SWup,24,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,24,radi,1.1669287179898435,0.978611946105957,AU-Preston
Qh,24,radi,0.8340584035833577,0.9320286512374878,AU-Preston
Qle,24,radi,0.5594351018290941,0.4448246657848358,AU-Preston
Qtau,24,radi,0.30331109115435717,0.8839080929756165,AU-Preston
SWup,25,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,25,radi,1.1674248160346479,0.9788252711296082,AU-Preston
Qh,25,radi,0.8346409523277165,0.9321572780609131,AU-Preston
Qle,25,radi,0.5591537236392923,0.4445507228374481,AU-Preston
Qtau,25,radi,0.3033882051189074,0.8840987682342529,AU-Preston
SWup,26,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,26,radi,1.1677324037657162,0.9794946312904358,AU-Preston
Qh,26,radi,0.8379827898426533,0.9329115748405457,AU-Preston
Qle,26,radi,0.5551688194076031,0.44365087151527405,AU-Preston
Qtau,26,radi,0.30364026771142943,0.8846542835235596,AU-Preston
SWup,27,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,27,radi,1.1683744266144624,0.9795985817909241,AU-Preston
Qh,27,radi,0.8385014781244957,0.9330138564109802,AU-Preston
Qle,27,radi,0.5548618126403003,0.4433974325656891,AU-Preston
Qtau,27,radi,0.30372488704275835,0.8848329782485962,AU-Preston
SWup,28,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,28,radi,1.168065450225466,0.9787958860397339,AU-Preston
Qh,28,radi,0.8341018033857119,0.932105302810669,AU-Preston
Qle,28,radi,0.559988528977557,0.4462239146232605,AU-Preston
Qtau,28,radi,0.3033741951009204,0.8840608596801758,AU-Preston
SWup,29,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,29,radi,1.1686047123875347,0.9789902567863464,AU-Preston
Qh,29,radi,0.8346904692346553,0.9322347044944763,AU-Preston
Qle,29,radi,0.5596970351846412,0.44595977663993835,AU-Preston
Qtau,29,radi,0.3034551647636981,0.8842539191246033,AU-Preston
SWup,30,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,30,radi,1.1689994384035896,0.9795640110969543,AU-Preston
Qh,30,radi,0.8380498670584426,0.932970404624939,AU-Preston
Qle,30,radi,0.5556605163561439,0.445099413394928,AU-Preston
Qtau,30,radi,0.3036990450347908,0.8847712874412537,AU-Preston
SWup,31,radi,1.2307100027058544,0.9972142577171326,AU-Preston
LWup,31,radi,1.1696880970144201,0.9796478748321533,AU-Preston
Qh,31,radi,0.8385685553402851,0.9330703020095825,AU-Preston
Qle,31,radi,0.5553475760548591,0.44486427307128906,AU-Preston
Qtau,31,radi,0.3037836055004979,0.8849484920501709,AU-Preston
SWup,32,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,32,radi,1.207881166060691,0.976280152797699,AU-Preston
Qh,32,radi,0.8725974280739242,0.9340512156486511,AU-Preston
Qle,32,radi,0.5779398283893293,0.44896063208580017,AU-Preston
Qtau,32,radi,0.30400714769926074,0.8846879601478577,AU-Preston
SWup,33,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,33,radi,1.2084315374861843,0.9766098856925964,AU-Preston
Qh,33,radi,0.8731580396156349,0.9341251850128174,AU-Preston
Qle,33,radi,0.5776306054828284,0.4488039016723633,AU-Preston
Qtau,33,radi,0.30409297377583644,0.8848942518234253,AU-Preston
SWup,34,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,34,radi,1.2063063122487614,0.9778815507888794,AU-Preston
Qh,34,radi,0.8779541132782301,0.9346386194229126,AU-Preston
Qle,34,radi,0.5732212033621549,0.44852855801582336,AU-Preston
Qtau,34,radi,0.3043259050412754,0.8855012059211731,AU-Preston
SWup,35,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,35,radi,1.2069690492449345,0.9781053066253662,AU-Preston
Qh,35,radi,0.878520472788904,0.9346911907196045,AU-Preston
Qle,35,radi,0.5728573276034935,0.4484219253063202,AU-Preston
Qtau,35,radi,0.30441020061168444,0.8855854272842407,AU-Preston
SWup,36,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,36,radi,1.2087172538548854,0.9765830636024475,AU-Preston
Qh,36,radi,0.8727313188372017,0.9341015219688416,AU-Preston
Qle,36,radi,0.5785222440682711,0.45038163661956787,AU-Preston
Qtau,36,radi,0.3040676909912759,0.8848263025283813,AU-Preston
SWup,37,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,37,radi,1.2093050033229427,0.9768972992897034,AU-Preston
Qh,37,radi,0.8732944615946026,0.9341748952865601,AU-Preston
Qle,37,radi,0.5782114841620037,0.4502331614494324,AU-Preston
Qtau,37,radi,0.30413888896083574,0.8850065469741821,AU-Preston
SWup,38,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,38,radi,1.2072617089032762,0.9780775904655457,AU-Preston
Qh,38,radi,0.87809855077355,0.9346747398376465,AU-Preston
Qle,38,radi,0.5737251605646465,0.45003679394721985,AU-Preston
Qtau,38,radi,0.30437761849002143,0.8855690956115723,AU-Preston
SWup,39,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,39,radi,1.2079835795828866,0.9782845973968506,AU-Preston
Qh,39,radi,0.8786753515489458,0.9347308874130249,AU-Preston
Qle,39,radi,0.5734125777051678,0.4498695135116577,AU-Preston
Qtau,39,radi,0.3045437667075351,0.885684609413147,AU-Preston
SWup,40,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,40,radi,1.2075321500347684,0.9766311645507812,AU-Preston
Qh,40,radi,0.8742104980061403,0.9342646598815918,AU-Preston
Qle,40,radi,0.5769950739514927,0.44843921065330505,AU-Preston
Qtau,40,radi,0.3040839673357019,0.8848929405212402,AU-Preston
SWup,41,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,41,radi,1.208124181198104,0.9769421815872192,AU-Preston
Qh,41,radi,0.8747957361671699,0.9343374371528625,AU-Preston
Qle,41,radi,0.5766744843955562,0.4482646584510803,AU-Preston
Qtau,41,radi,0.30415272238195734,0.8850697875022888,AU-Preston
SWup,42,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,42,radi,1.2061211578583515,0.9780972003936768,AU-Preston
Qh,42,radi,0.8796130614948305,0.9348129034042358,AU-Preston
Qle,42,radi,0.5723045795944622,0.44794851541519165,AU-Preston
Qtau,42,radi,0.3044198840064696,0.8855710625648499,AU-Preston
SWup,43,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,43,radi,1.2068506661565663,0.9783008694648743,AU-Preston
Qh,43,radi,0.8802116940055539,0.9348682761192322,AU-Preston
Qle,43,radi,0.5719839185501646,0.44775447249412537,AU-Preston
Qtau,43,radi,0.30456419307829763,0.8857409358024597,AU-Preston
SWup,44,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,44,radi,1.2083998297968266,0.9769113063812256,AU-Preston
Qh,44,radi,0.8743448106386995,0.9343107342720032,AU-Preston
Qle,44,radi,0.577572056514981,0.44986873865127563,AU-Preston
Qtau,44,radi,0.30412429028663085,0.8850010633468628,AU-Preston
SWup,45,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,45,radi,1.2090338678624863,0.9772063493728638,AU-Preston
Qh,45,radi,0.8749370096428771,0.9343841075897217,AU-Preston
Qle,45,radi,0.5772422449604458,0.44970279932022095,AU-Preston
Qtau,45,radi,0.30421579689570966,0.8852108716964722,AU-Preston
SWup,46,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,46,radi,1.2071059477723438,0.9782727956771851,AU-Preston
Qh,46,radi,0.879758395462374,0.9348528385162354,AU-Preston
Qle,46,radi,0.5727994220308972,0.4494989216327667,AU-Preston
Qtau,46,radi,0.30453478970021153,0.8856753706932068,AU-Preston
SWup,47,radi,1.0357152555299094,0.9974581599235535,AU-Preston
LWup,47,radi,1.2078844062625231,0.9784589409828186,AU-Preston
Qh,47,radi,0.88036267047474,0.9349096417427063,AU-Preston
Qle,47,radi,0.5724798333120179,0.4493093490600586,AU-Preston
Qtau,47,radi,0.3046187026440789,0.8858764171600342,AU-Preston
SWup,48,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,48,radi,1.2141753738411794,0.9758351445198059,AU-Preston
Qh,48,radi,0.8943544398050542,0.9349208474159241,AU-Preston
Qle,48,radi,0.5735452243594303,0.4453210234642029,AU-Preston
Qtau,48,radi,0.3045367616985416,0.8847308158874512,AU-Preston
SWup,49,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,49,radi,1.2144070482721798,0.9762071371078491,AU-Preston
Qh,49,radi,0.8950099192014859,0.9349650740623474,AU-Preston
Qle,49,radi,0.5732185582927893,0.44514429569244385,AU-Preston
Qtau,49,radi,0.3046205569111654,0.884901225566864,AU-Preston
SWup,50,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,50,radi,1.212435501178797,0.9775310158729553,AU-Preston
Qh,50,radi,0.8998308304180408,0.9353280067443848,AU-Preston
Qle,50,radi,0.5688343915636299,0.44483885169029236,AU-Preston
Qtau,50,radi,0.3048808606907386,0.8854376077651978,AU-Preston
SWup,51,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,51,radi,1.2128071986175448,0.9777948260307312,AU-Preston
Qh,51,radi,0.900495907340631,0.935356616973877,AU-Preston
Qle,51,radi,0.568511049705786,0.44464969635009766,AU-Preston
Qtau,51,radi,0.30495267674932736,0.8855894804000854,AU-Preston
SWup,52,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,52,radi,1.215110172069761,0.9761450290679932,AU-Preston
Qh,52,radi,0.8944880669000307,0.9349539279937744,AU-Preston
Qle,52,radi,0.5740284499371653,0.4467752277851105,AU-Preston
Qtau,52,radi,0.3045925074423806,0.8848361372947693,AU-Preston
SWup,53,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,53,radi,1.2153829276311336,0.9765019416809082,AU-Preston
Qh,53,radi,0.8951476595219588,0.9349973797798157,AU-Preston
Qle,53,radi,0.5736973158479474,0.44660887122154236,AU-Preston
Qtau,53,radi,0.30468110020318057,0.8849782943725586,AU-Preston
SWup,54,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,54,radi,1.213474217308996,0.9777349233627319,AU-Preston
Qh,54,radi,0.8999216377809254,0.9353569149971008,AU-Preston
Qle,54,radi,0.5692701488695081,0.4465564787387848,AU-Preston
Qtau,54,radi,0.3049217134322637,0.8855538368225098,AU-Preston
SWup,55,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,55,radi,1.213868711882063,0.9779813885688782,AU-Preston
Qh,55,radi,0.9005937810139839,0.9353790879249573,AU-Preston
Qle,55,radi,0.5688878291136494,0.4464418888092041,AU-Preston
Qtau,55,radi,0.30499791497967604,0.8857132792472839,AU-Preston
SWup,56,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,56,radi,1.2139770272004529,0.9761945605278015,AU-Preston
Qh,56,radi,0.8959951949088815,0.935096800327301,AU-Preston
Qle,56,radi,0.5726227385461169,0.44473886489868164,AU-Preston
Qtau,56,radi,0.30461043202421684,0.8849007487297058,AU-Preston
SWup,57,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,57,radi,1.2142552216720437,0.9765484929084778,AU-Preston
Qh,57,radi,0.8966768302007782,0.9351401925086975,AU-Preston
Qle,57,radi,0.5722822394815779,0.44454488158226013,AU-Preston
Qtau,57,radi,0.30470396949724754,0.8850488662719727,AU-Preston
SWup,58,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,58,radi,1.212400321844619,0.9777683615684509,AU-Preston
Qh,58,radi,0.9014909915088261,0.935469388961792,AU-Preston
Qle,58,radi,0.567974350833851,0.44418424367904663,AU-Preston
Qtau,58,radi,0.30494305222016405,0.8855853080749512,AU-Preston
SWup,59,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,59,radi,1.2128165720585593,0.9780049920082092,AU-Preston
Qh,59,radi,0.9022214581700787,0.9354934692382812,AU-Preston
Qle,59,radi,0.5676367827921224,0.4439738988876343,AU-Preston
Qtau,59,radi,0.3050239041516981,0.8857524394989014,AU-Preston
SWup,60,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,60,radi,1.214942838789428,0.9764829874038696,AU-Preston
Qh,60,radi,0.8961307204156256,0.9351269006729126,AU-Preston
Qle,60,radi,0.5730971710554206,0.4462002217769623,AU-Preston
Qtau,60,radi,0.3046708870177993,0.8849771022796631,AU-Preston
SWup,61,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,61,radi,1.2152657017577053,0.9768215417861938,AU-Preston
Qh,61,radi,0.8968183673447864,0.9351707100868225,AU-Preston
Qle,61,radi,0.5727542771307803,0.4460168480873108,AU-Preston
Qtau,61,radi,0.3047686922484101,0.8851871490478516,AU-Preston
SWup,62,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,62,radi,1.2134662325259098,0.9779500365257263,AU-Preston
Qh,62,radi,0.9015877050416543,0.9354936480522156,AU-Preston
Qle,62,radi,0.568399170420461,0.44591209292411804,AU-Preston
Qtau,62,radi,0.30498625958656084,0.8857067227363586,AU-Preston
SWup,63,radi,0.9284305370591311,0.9972164630889893,AU-Preston
LWup,63,radi,1.2139089829619774,0.978168785572052,AU-Preston
Qh,63,radi,0.9023223903957239,0.9355093836784363,AU-Preston
Qle,63,radi,0.5680089512006864,0.44577756524086,AU-Preston
Qtau,63,radi,0.3050694955757776,0.8858715891838074,AU-Preston
SWup,64,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,64,radi,1.1617146546344086,0.9786699414253235,AU-Preston
Qh,64,radi,0.8137206655831657,0.9299277067184448,AU-Preston
Qle,64,radi,0.5668077322669367,0.4523896872997284,AU-Preston
Qtau,64,radi,0.3026487057451199,0.8837862014770508,AU-Preston
SWup,65,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,65,radi,1.1624793422668012,0.9788745045661926,AU-Preston
Qh,65,radi,0.8141532925315427,0.9300937056541443,AU-Preston
Qle,65,radi,0.5665712130238069,0.45214736461639404,AU-Preston
Qtau,65,radi,0.30273070555627896,0.8839951753616333,AU-Preston
SWup,66,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,66,radi,1.1624445100971055,0.9795863032341003,AU-Preston
Qh,66,radi,0.8176525400222114,0.9311104416847229,AU-Preston
Qle,66,radi,0.5623249830876409,0.45149779319763184,AU-Preston
Qtau,66,radi,0.30295439491909626,0.8846303820610046,AU-Preston
SWup,67,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,67,radi,1.163377688224771,0.9796850085258484,AU-Preston
Qh,67,radi,0.8180971902451166,0.9312459230422974,AU-Preston
Qle,67,radi,0.561903773663273,0.4512893557548523,AU-Preston
Qtau,67,radi,0.30320110074003503,0.8845903873443604,AU-Preston
SWup,68,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,68,radi,1.162680697666372,0.9788661003112793,AU-Preston
Qh,68,radi,0.8137662801992489,0.9300289154052734,AU-Preston
Qle,68,radi,0.5675112134856216,0.45373159646987915,AU-Preston
Qtau,68,radi,0.3027161363148849,0.8839470744132996,AU-Preston
SWup,69,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,69,radi,1.163489128023499,0.9790528416633606,AU-Preston
Qh,69,radi,0.8142036004433846,0.9301948547363281,AU-Preston
Qle,69,radi,0.5672659011740605,0.4534969627857208,AU-Preston
Qtau,69,radi,0.3027993723041017,0.8841530084609985,AU-Preston
SWup,70,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,70,radi,1.1635696701833271,0.979665994644165,AU-Preston
Qh,70,radi,0.8177566362674693,0.9311916828155518,AU-Preston
Qle,70,radi,0.5628071720841381,0.45291295647621155,AU-Preston
Qtau,70,radi,0.3031689895433464,0.8846153020858765,AU-Preston
SWup,71,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,71,radi,1.1645214794715277,0.9797442555427551,AU-Preston
Qh,71,radi,0.8181795602223673,0.9313262701034546,AU-Preston
Qle,71,radi,0.5625327282653757,0.4526830017566681,AU-Preston
Qtau,71,radi,0.3032608199133451,0.8847161531448364,AU-Preston
SWup,72,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,72,radi,1.1615805334228555,0.9788821339607239,AU-Preston
Qh,72,radi,0.8152204108795869,0.930307149887085,AU-Preston
Qle,72,radi,0.5656038682638215,0.45205721259117126,AU-Preston
Qtau,72,radi,0.30272169911614444,0.8840063214302063,AU-Preston
SWup,73,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,73,radi,1.1623946341331888,0.9790652990341187,AU-Preston
Qh,73,radi,0.8156791937234288,0.9304730296134949,AU-Preston
Qle,73,radi,0.5653476897213534,0.4517972469329834,AU-Preston
Qtau,73,radi,0.3028059063881208,0.8842105269432068,AU-Preston
SWup,74,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,74,radi,1.1625065368178926,0.9796691536903381,AU-Preston
Qh,74,radi,0.8191834509118178,0.931440532207489,AU-Preston
Qle,74,radi,0.5610710772316647,0.45108067989349365,AU-Preston
Qtau,74,radi,0.30319221203114416,0.8845948576927185,AU-Preston
SWup,75,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,75,radi,1.1634647107882636,0.979743242263794,AU-Preston
Qh,75,radi,0.8196260972556348,0.9315761923789978,AU-Preston
Qle,75,radi,0.5607863390888851,0.4508249759674072,AU-Preston
Qtau,75,radi,0.3033567120112476,0.8847780823707581,AU-Preston
SWup,76,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,76,radi,1.1625788627516465,0.97905433177948,AU-Preston
Qh,76,radi,0.8152681348420785,0.9304041862487793,AU-Preston
Qle,76,radi,0.566298020251366,0.45340484380722046,AU-Preston
Qtau,76,radi,0.30278992437180374,0.8841614723205566,AU-Preston
SWup,77,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,77,radi,1.1634371690726901,0.9792182445526123,AU-Preston
Qh,77,radi,0.8157319273836405,0.9305688738822937,AU-Preston
Qle,77,radi,0.5660401617324089,0.45315423607826233,AU-Preston
Qtau,77,radi,0.302870158214309,0.8843657374382019,AU-Preston
SWup,78,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,78,radi,1.163548493149924,0.9797234535217285,AU-Preston
Qh,78,radi,0.8190466597972286,0.9314186573028564,AU-Preston
Qle,78,radi,0.5615745340156277,0.45359793305397034,AU-Preston
Qtau,78,radi,0.30324575031416584,0.884711742401123,AU-Preston
SWup,79,radi,1.3210839017071918,0.997439980506897,AU-Preston
LWup,79,radi,1.16464113549633,0.9797775745391846,AU-Preston
Qh,79,radi,0.8197122640564208,0.9316527247428894,AU-Preston
Qle,79,radi,0.5613981364842925,0.45223093032836914,AU-Preston
Qtau,79,radi,0.30341422372374033,0.8849040865898132,AU-Preston
SWup,80,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,80,radi,1.1678625904464732,0.9783506989479065,AU-Preston
Qh,80,radi,0.8342008899332497,0.9317840933799744,AU-Preston
Qle,80,radi,0.5624842591564616,0.4485216438770294,AU-Preston
Qtau,80,radi,0.3033075003514278,0.8837618231773376,AU-Preston
SWup,81,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,81,radi,1.1683213104487136,0.9785880446434021,AU-Preston
Qh,81,radi,0.8347586011236489,0.9319103956222534,AU-Preston
Qle,81,radi,0.5622105302213115,0.4482710361480713,AU-Preston
Qtau,81,radi,0.3033821419598626,0.883952260017395,AU-Preston
SWup,82,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,82,radi,1.1684871393496243,0.9793733358383179,AU-Preston
Qh,82,radi,0.8381442075765614,0.9327026009559631,AU-Preston
Qle,82,radi,0.5580679226647487,0.4475037455558777,AU-Preston
Qtau,82,radi,0.30362999566042637,0.8845133781433105,AU-Preston
SWup,83,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,83,radi,1.1690912055483365,0.9795040488243103,AU-Preston
Qh,83,radi,0.8386363180936571,0.9328004121780396,AU-Preston
Qle,83,radi,0.5577716391516304,0.4472717344760895,AU-Preston
Qtau,83,radi,0.3037152919464059,0.8846950531005859,AU-Preston
SWup,84,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,84,radi,1.1689288482922457,0.9785621762275696,AU-Preston
Qh,84,radi,0.8342540981964034,0.9318645596504211,AU-Preston
Qle,84,radi,0.5630912310874859,0.4498758912086487,AU-Preston
Qtau,84,radi,0.30337078089485636,0.8839139938354492,AU-Preston
SWup,85,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,85,radi,1.1694317739051965,0.9787812829017639,AU-Preston
Qh,85,radi,0.8348137605322303,0.931990921497345,AU-Preston
Qle,85,radi,0.5628152860131377,0.4496346116065979,AU-Preston
Qtau,85,radi,0.3034469824422687,0.8841039538383484,AU-Preston
SWup,86,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,86,radi,1.1696225986488127,0.9794650077819824,AU-Preston
Qh,86,radi,0.8381635080961989,0.9327520132064819,AU-Preston
Qle,86,radi,0.5585008919245389,0.44923415780067444,AU-Preston
Qtau,86,radi,0.30368150307949615,0.8846446871757507,AU-Preston
SWup,87,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,87,radi,1.1702705232937531,0.979576051235199,AU-Preston
Qh,87,radi,0.8386587826329073,0.9328504800796509,AU-Preston
Qle,87,radi,0.5581988535983416,0.44902247190475464,AU-Preston
Qtau,87,radi,0.3037630613984918,0.884822428226471,AU-Preston
SWup,88,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,88,radi,1.1678701123435835,0.9785794615745544,AU-Preston
Qh,88,radi,0.8357356503800515,0.9321075677871704,AU-Preston
Qle,88,radi,0.5612992680807112,0.44812843203544617,AU-Preston
Qtau,88,radi,0.30337660859141397,0.8839667439460754,AU-Preston
SWup,89,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,89,radi,1.1683809070181268,0.9787933230400085,AU-Preston
Qh,89,radi,0.8363151933057782,0.9322325587272644,AU-Preston
Qle,89,radi,0.5610967058091657,0.4477859437465668,AU-Preston
Qtau,89,radi,0.3034758265969478,0.8841404914855957,AU-Preston
SWup,90,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,90,radi,1.1686634989064897,0.9794747829437256,AU-Preston
Qh,90,radi,0.8396707943060303,0.9329832196235657,AU-Preston
Qle,90,radi,0.5569935955721825,0.4470028877258301,AU-Preston
Qtau,90,radi,0.30370602061097335,0.8846960067749023,AU-Preston
SWup,91,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,91,radi,1.1693183668410705,0.9795815944671631,AU-Preston
Qh,91,radi,0.8401872677741439,0.9330831170082092,AU-Preston
Qle,91,radi,0.5566823352473865,0.4467628300189972,AU-Preston
Qtau,91,radi,0.30378958036111,0.8848748803138733,AU-Preston
SWup,92,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,92,radi,1.168968887929172,0.978767991065979,AU-Preston
Qh,92,radi,0.8357880676383019,0.9321846961975098,AU-Preston
Qle,92,radi,0.5619036306865506,0.4494892656803131,AU-Preston
Qtau,92,radi,0.30343980083640987,0.8841166496276855,AU-Preston
SWup,93,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,93,radi,1.1695234253284494,0.9789630174636841,AU-Preston
Qh,93,radi,0.8363730948646907,0.9323101043701172,AU-Preston
Qle,93,radi,0.5616940982997851,0.4491542875766754,AU-Preston
Qtau,93,radi,0.30354416958385066,0.8842930793762207,AU-Preston
SWup,94,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,94,radi,1.1698288143511317,0.9795430898666382,AU-Preston
Qh,94,radi,0.8396928369759988,0.9330308437347412,AU-Preston
Qle,94,radi,0.5574188440889598,0.4487527012825012,AU-Preston
Qtau,94,radi,0.30375317197403034,0.8848216533660889,AU-Preston
SWup,95,radi,1.2152428191343385,0.9972547888755798,AU-Preston
LWup,95,radi,1.1705299708833148,0.9796299934387207,AU-Preston
Qh,95,radi,0.8402094159114327,0.9331274628639221,AU-Preston
Qle,95,radi,0.5571037233926575,0.44852155447006226,AU-Preston
Qtau,95,radi,0.30382725435905816,0.8849848508834839,AU-Preston
SWup,96,radi,1.0188325538354281,0.997481644153595,AU-Preston
LWup,96,radi,1.2089421007177394,0.9762194752693176,AU-Preston
Qh,96,radi,0.8745086541209773,0.9341123104095459,AU-Preston
Qle,96,radi,0.5798823458848547,0.45238450169563293,AU-Preston
Qtau,96,radi,0.3040744605377822,0.88475102186203,AU-Preston
SWup,97,radi,1.0188325538354281,0.997481644153595,AU-Preston
LWup,97,radi,1.2095052015075733,0.9765509366989136,AU-Preston
Qh,97,radi,0.8750681055221634,0.9341837763786316,AU-Preston
Qle,97,radi,0.5795709783275169,0.4522317349910736,AU-Preston
Qtau,97,radi,0.30415175109919773,0.8849464058876038,AU-Preston
SWup,98,radi,1.0188325538354281,0.997481644153595,AU-Preston
LWup,98,radi,1.20722051205141,0.9778282046318054,AU-Preston
Qh,98,radi,0.8796723341289084,0.9345961213111877,AU-Preston
Qle,98,radi,0.5748894200156403,0.45325496792793274,AU-Preston
Qtau,98,radi,0.3043926586563898,0.8854953050613403,AU-Preston
SWup,99,radi,1.0188325538354281,0.997481644153595,AU-Preston
LWup,99,radi,1.2079119479780966,0.9780536890029907,AU-Preston
Qh,99,radi,0.8802406447850102,0.9346528053283691,AU-Preston
Qle,99,radi,0.5745804473184036,0.45307523012161255,AU-Preston
Qtau,99,radi,0.304544944019971,0.8855950236320496,AU-Preston
SWup,100,radi,1.0188325538354281,0.997481644153595,AU-Preston
LWup,100,radi,1.2096048377139126,0.9765326380729675,AU-Preston
Qh,100,radi,0.8744025012629711,0.9340632557868958,AU-Preston
Qle,100,radi,0.5803060574018656,0.45505693554878235,AU-Preston
Qtau,100,radi,0.3041307360722173,0.8848870396614075,AU-Preston
SWup,101,radi,1.0188325538354281,0.997481644153595,AU-Preston
