,Index,label_longname,Type
129,65,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
130,66,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
131,67,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
132,68,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
133,69,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
134,70,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
135,71,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
136,72,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
137,73,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
138,74,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
139,75,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
140,76,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
141,77,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
142,78,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
143,79,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
144,80,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
145,81,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
146,82,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
147,83,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
148,84,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
149,85,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
150,86,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
151,87,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
152,88,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
153,89,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
154,90,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
155,91,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
156,92,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
157,93,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
158,94,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
159,95,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
160,96,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
161,97,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
162,98,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
163,99,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
164,100,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
165,101,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
166,102,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
167,103,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
168,104,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
169,105,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
170,106,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
171,107,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
172,108,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
173,109,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
174,110,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
175,111,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
176,112,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
177,113,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
178,114,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
179,115,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
180,116,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
181,117,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
182,118,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
183,119,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
184,120,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
185,121,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
186,122,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
187,123,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
188,124,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
189,125,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
190,126,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
191,127,ALB_IMPROAD_DIF_1.2_ALB_PERROAD_DIF_0.8_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
192,128,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
193,129,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
194,130,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
195,131,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
196,132,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
197,133,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
198,134,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
199,135,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
200,136,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
201,137,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
202,138,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
203,139,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
204,140,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
205,141,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
206,142,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
207,143,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
208,144,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
209,145,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
210,146,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
211,147,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
212,148,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
213,149,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
214,150,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
215,151,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
216,152,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
217,153,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
218,154,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
219,155,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
220,156,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
221,157,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
222,158,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
223,159,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_1.2_ALB_WALL_DIF_0.8_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
224,160,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
225,161,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
226,162,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
227,163,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
228,164,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
229,165,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
230,166,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
231,167,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_1.2_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_0.8,radi
232,168,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_1.2,radi
233,169,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_1.2_EM_WALL_0.8,radi
234,170,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_1.2,radi
235,171,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_1.2_EM_ROOF_0.8_EM_WALL_0.8,radi
236,172,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_1.2,radi
237,173,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_1.2_EM_WALL_0.8,radi
238,174,ALB_IMPROAD_DIF_0.8_ALB_PERROAD_DIF_1.2_ALB_ROOF_DIF_0.8_ALB_WALL_DIF_1.2_EM_IMPROAD_0.8_EM_PERROAD_0.8_EM_ROOF_0.8_EM_WALL_1.2,radi
