Site,Variable,Model,mean_sdev,mean_coef
FR-Capitole,Qtau,CESM_LCZ,0.48762652552445895,0.898576021194458
GR-HECKOR,Rn,CNTL,0.8400421519622103,0.9971570261218914
GR-HECKOR,Rn,WRF_LCZ,0.9087653925579,0.9975180903315438
GR-HECKOR,Rn,LI_LCZ,0.9076848565329881,0.9975361692084986
GR-HECKOR,Rn,CESM_LCZ,0.9075833132063933,0.9975574631476766
GR-HECKOR,SWup,CNTL,1.023879941187406,0.9889575242996216
GR-HECKOR,SWup,WRF_LCZ,1.023879941187406,0.9889575242996216
GR-HECKOR,SWup,LI_LCZ,1.023879941187406,0.9889575242996216
GR-HECKOR,SWup,CESM_LCZ,1.023879941187406,0.9889575242996216
GR-HECKOR,LWup,CNTL,1.6792675991805268,0.9310489296913147
GR-HECKOR,LWup,WRF_LCZ,1.4179754837040517,0.9761911034584045
GR-HECKOR,LWup,LI_LCZ,1.420084922503564,0.9755374193191528
GR-HECKOR,LWup,CESM_LCZ,1.417011501388348,0.9749240279197693
GR-HECKOR,Qh,CNTL,1.3678494569622022,0.9359451532363892
GR-HECKOR,Qh,WRF_LCZ,1.108733991823026,0.9489042162895203
GR-HECKOR,Qh,LI_LCZ,1.11667738406945,0.9489693641662598
GR-HECKOR,Qh,CESM_LCZ,1.1168621752714605,0.9489824771881104
GR-HECKOR,Qle,CNTL,0.6582415408419995,0.1469903141260147
GR-HECKOR,Qle,WRF_LCZ,0.6511446369174545,0.1401335746049881
GR-HECKOR,Qle,LI_LCZ,0.6516900491465157,0.14042244851589203
GR-HECKOR,Qle,CESM_LCZ,0.6529275082626471,0.1409878134727478
GR-HECKOR,Qtau,CNTL,0.16658170610796558,0.8612267374992371
GR-HECKOR,Qtau,WRF_LCZ,0.16151006793795858,0.8828103542327881
GR-HECKOR,Qtau,LI_LCZ,0.1617067179623275,0.8829672336578369
GR-HECKOR,Qtau,CESM_LCZ,0.1620921781429842,0.8856591582298279
JP-Yoyogi,Rn,CNTL,0.9032304278356259,0.997735444427139
JP-Yoyogi,Rn,WRF_LCZ,0.9314821313214039,0.9979335813275267
JP-Yoyogi,Rn,LI_LCZ,0.9404488940542083,0.9979108847966367
JP-Yoyogi,Rn,CESM_LCZ,0.9405370782534437,0.9979608937738915
JP-Yoyogi,SWup,CNTL,1.0343004658204957,0.9801725745201111
JP-Yoyogi,SWup,WRF_LCZ,1.0340712819642706,0.9801919460296631
JP-Yoyogi,SWup,LI_LCZ,1.034037064396048,0.9801896214485168
JP-Yoyogi,SWup,CESM_LCZ,1.0339479510169356,0.9801836013793945
JP-Yoyogi,LWup,CNTL,1.2425860846245307,0.9693540930747986
JP-Yoyogi,LWup,WRF_LCZ,1.1724801441518407,0.9817509055137634
JP-Yoyogi,LWup,LI_LCZ,1.1568802647797376,0.9847861528396606
JP-Yoyogi,LWup,CESM_LCZ,1.1508893299210579,0.9844253063201904
JP-Yoyogi,Qh,CNTL,1.0316028751956918,0.8539875745773315
JP-Yoyogi,Qh,WRF_LCZ,0.9566718743147388,0.8394246697425842
JP-Yoyogi,Qh,LI_LCZ,0.8905305008449073,0.8067322373390198
JP-Yoyogi,Qh,CESM_LCZ,0.8851421414831695,0.809972882270813
JP-Yoyogi,Qle,CNTL,0.7543571760719615,0.46618181467056274
JP-Yoyogi,Qle,WRF_LCZ,0.7393952075049417,0.47254928946495056
JP-Yoyogi,Qle,LI_LCZ,0.7344678532630197,0.47257232666015625
JP-Yoyogi,Qle,CESM_LCZ,0.7342605203049414,0.4712080657482147
JP-Yoyogi,Qtau,CNTL,,
JP-Yoyogi,Qtau,WRF_LCZ,,
JP-Yoyogi,Qtau,LI_LCZ,,
JP-Yoyogi,Qtau,CESM_LCZ,,
KR-Jungnang,Rn,CNTL,0.905348812246739,0.9973893029381993
KR-Jungnang,Rn,WRF_LCZ,0.9595124635783037,0.9984965572085643
KR-Jungnang,Rn,LI_LCZ,0.9693062403146392,0.9984328405990117
KR-Jungnang,Rn,CESM_LCZ,0.9696714421883004,0.9985374187666392
KR-Jungnang,SWup,CNTL,0.8745753719571749,0.9892891049385071
KR-Jungnang,SWup,WRF_LCZ,0.8745715353695017,0.9892875552177429
KR-Jungnang,SWup,LI_LCZ,0.8745802499043593,0.9892891645431519
KR-Jungnang,SWup,CESM_LCZ,0.8745572851867157,0.9892838001251221
KR-Jungnang,LWup,CNTL,1.207838729726547,0.978306233882904
KR-Jungnang,LWup,WRF_LCZ,1.1119301177895586,0.9922163486480713
KR-Jungnang,LWup,LI_LCZ,1.1008336674885124,0.9923281669616699
KR-Jungnang,LWup,CESM_LCZ,1.0901586445007938,0.9921519160270691
KR-Jungnang,Qh,CNTL,1.1118161486161169,0.8093538880348206
KR-Jungnang,Qh,WRF_LCZ,0.909707747193162,0.799821674823761
KR-Jungnang,Qh,LI_LCZ,0.8418349142530885,0.7867344617843628
KR-Jungnang,Qh,CESM_LCZ,0.8381740643746254,0.7878080606460571
KR-Jungnang,Qle,CNTL,0.5714859384691194,0.297641783952713
KR-Jungnang,Qle,WRF_LCZ,0.5402259811662407,0.3138865828514099
KR-Jungnang,Qle,LI_LCZ,0.5358521737846943,0.3160158693790436
KR-Jungnang,Qle,CESM_LCZ,0.5361765360708926,0.3151446282863617
KR-Jungnang,Qtau,CNTL,,
KR-Jungnang,Qtau,WRF_LCZ,,
KR-Jungnang,Qtau,LI_LCZ,,
KR-Jungnang,Qtau,CESM_LCZ,,
KR-Ochang,Rn,CNTL,0.9682196351037886,0.9967614582892175
KR-Ochang,Rn,WRF_LCZ,0.9752563496992481,0.9968256763245069
KR-Ochang,Rn,LI_LCZ,0.9775548035251221,0.9968419182009399
KR-Ochang,Rn,CESM_LCZ,0.9773025601245318,0.9968362773477109
KR-Ochang,SWup,CNTL,1.040258444923324,0.9576513767242432
KR-Ochang,SWup,WRF_LCZ,1.0402340965881873,0.9576417803764343
KR-Ochang,SWup,LI_LCZ,1.0402262422865303,0.9576378464698792
KR-Ochang,SWup,CESM_LCZ,1.0402024175715041,0.957626223564148
KR-Ochang,LWup,CNTL,1.04579799230731,0.9891377091407776
KR-Ochang,LWup,WRF_LCZ,1.037355859988821,0.9892054200172424
KR-Ochang,LWup,LI_LCZ,1.0343168707353856,0.9891806840896606
KR-Ochang,LWup,CESM_LCZ,1.032439769972595,0.9891513586044312
KR-Ochang,Qh,CNTL,0.7846261322662152,0.8451499938964844
KR-Ochang,Qh,WRF_LCZ,0.7818880862028275,0.8395593762397766
KR-Ochang,Qh,LI_LCZ,0.780138327929399,0.8380849957466125
KR-Ochang,Qh,CESM_LCZ,0.7832209629351049,0.8392930030822754
KR-Ochang,Qle,CNTL,1.1387234857846318,0.6535753607749939
KR-Ochang,Qle,WRF_LCZ,1.1346103376210226,0.6501966714859009
KR-Ochang,Qle,LI_LCZ,1.13361564603562,0.6498740911483765
KR-Ochang,Qle,CESM_LCZ,1.1296677475976755,0.6472105383872986
KR-Ochang,Qtau,CNTL,,
KR-Ochang,Qtau,WRF_LCZ,,
KR-Ochang,Qtau,LI_LCZ,,
KR-Ochang,Qtau,CESM_LCZ,,
MX-Escandon,Rn,CNTL,,
MX-Escandon,Rn,WRF_LCZ,,
MX-Escandon,Rn,LI_LCZ,,
MX-Escandon,Rn,CESM_LCZ,,
MX-Escandon,SWup,CNTL,1.0629259469914705,0.9893103837966919
MX-Escandon,SWup,WRF_LCZ,1.0629259469914705,0.9893103837966919
MX-Escandon,SWup,LI_LCZ,1.0629259469914705,0.9893103837966919
MX-Escandon,SWup,CESM_LCZ,1.0629259469914705,0.9893103837966919
MX-Escandon,LWup,CNTL,,
MX-Escandon,LWup,WRF_LCZ,,
MX-Escandon,LWup,LI_LCZ,,
MX-Escandon,LWup,CESM_LCZ,,
MX-Escandon,Qh,CNTL,1.318581148275053,0.8274181485176086
MX-Escandon,Qh,WRF_LCZ,1.0024572227631265,0.7941875457763672
MX-Escandon,Qh,LI_LCZ,1.0287396648530234,0.7977904677391052
MX-Escandon,Qh,CESM_LCZ,1.0306837741203407,0.7980984449386597
MX-Escandon,Qle,CNTL,0.7640865527445407,0.26257726550102234
MX-Escandon,Qle,WRF_LCZ,0.6723056949366645,0.27692750096321106
MX-Escandon,Qle,LI_LCZ,0.6766350632185925,0.27671918272972107
MX-Escandon,Qle,CESM_LCZ,0.6767383183035662,0.27670082449913025
MX-Escandon,Qtau,CNTL,0.11108075061092197,0.5705738663673401
MX-Escandon,Qtau,WRF_LCZ,0.11233651276675553,0.5773038864135742
MX-Escandon,Qtau,LI_LCZ,0.11247721021913658,0.578260600566864
MX-Escandon,Qtau,CESM_LCZ,0.112489014868843,0.5782243609428406
NL-Amsterdam,Rn,CNTL,0.9454716087030468,0.9993447683520124
NL-Amsterdam,Rn,WRF_LCZ,0.9832438750023382,0.9993059571957466
NL-Amsterdam,Rn,LI_LCZ,0.9896334350867902,0.9992775258269887
NL-Amsterdam,Rn,CESM_LCZ,0.9903870574738257,0.9993158268097826
NL-Amsterdam,SWup,CNTL,0.9438450218884622,0.9908425211906433
NL-Amsterdam,SWup,WRF_LCZ,0.9438861512633326,0.9908320307731628
NL-Amsterdam,SWup,LI_LCZ,0.9438789269419982,0.9908342361450195
NL-Amsterdam,SWup,CESM_LCZ,0.9439018313244111,0.9908252954483032
NL-Amsterdam,LWup,CNTL,1.1932459634806851,0.9789016246795654
NL-Amsterdam,LWup,WRF_LCZ,1.071410039771765,0.9898439049720764
NL-Amsterdam,LWup,LI_LCZ,1.055581541478838,0.9897228479385376
NL-Amsterdam,LWup,CESM_LCZ,1.0415809697775775,0.9897780418395996
NL-Amsterdam,Qh,CNTL,0.6355931715699459,0.6713739037513733
NL-Amsterdam,Qh,WRF_LCZ,0.5592953323903512,0.6773881316184998
NL-Amsterdam,Qh,LI_LCZ,0.5322367863150828,0.6782780289649963
NL-Amsterdam,Qh,CESM_LCZ,0.5217481638287261,0.6832922697067261
NL-Amsterdam,Qle,CNTL,0.48978823718036146,0.3564280867576599
NL-Amsterdam,Qle,WRF_LCZ,0.46818834738688914,0.3566299378871918
NL-Amsterdam,Qle,LI_LCZ,0.4635516507334535,0.3561139702796936
NL-Amsterdam,Qle,CESM_LCZ,0.45971595256164066,0.35694247484207153
NL-Amsterdam,Qtau,CNTL,0.30441502955205996,0.6202748417854309
NL-Amsterdam,Qtau,WRF_LCZ,0.2988308052769138,0.6147482395172119
NL-Amsterdam,Qtau,LI_LCZ,0.2970841762828599,0.6125844120979309
NL-Amsterdam,Qtau,CESM_LCZ,0.29706125271055467,0.6158642172813416
PL-Lipowa,Rn,CNTL,0.9187846543349891,0.9950470238166815
PL-Lipowa,Rn,WRF_LCZ,0.9539387698215854,0.9948317116417317
PL-Lipowa,Rn,LI_LCZ,0.9581188230573833,0.9949473805517968
PL-Lipowa,Rn,CESM_LCZ,0.9587511997430924,0.9949036818861485
PL-Lipowa,SWup,CNTL,0.9589622068496244,0.8984894752502441
PL-Lipowa,SWup,WRF_LCZ,0.9577290004654273,0.899185061454773
PL-Lipowa,SWup,LI_LCZ,0.9578801763781066,0.899257242679596
PL-Lipowa,SWup,CESM_LCZ,0.9572293232016844,0.898806631565094
PL-Lipowa,LWup,CNTL,1.0235546125205246,0.9663605093955994
PL-Lipowa,LWup,WRF_LCZ,0.9683370849168356,0.9784212112426758
PL-Lipowa,LWup,LI_LCZ,0.9636643077943001,0.9801073670387268
PL-Lipowa,LWup,CESM_LCZ,0.9579556054053637,0.9800418019294739
PL-Lipowa,Qh,CNTL,1.140204936252472,0.8452350497245789
PL-Lipowa,Qh,WRF_LCZ,1.020907695552581,0.8209999799728394
PL-Lipowa,Qh,LI_LCZ,0.9942418419528131,0.8128865957260132
PL-Lipowa,Qh,CESM_LCZ,0.9778706485932858,0.8181850910186768
PL-Lipowa,Qle,CNTL,0.6987122731993717,0.5534544587135315
PL-Lipowa,Qle,WRF_LCZ,0.6837123837403875,0.5547553896903992
PL-Lipowa,Qle,LI_LCZ,0.6822234722909936,0.5540857315063477
PL-Lipowa,Qle,CESM_LCZ,0.6783148823416635,0.5513762831687927
PL-Lipowa,Qtau,CNTL,,
PL-Lipowa,Qtau,WRF_LCZ,,
PL-Lipowa,Qtau,LI_LCZ,,
PL-Lipowa,Qtau,CESM_LCZ,,
PL-Narutowicza,Rn,CNTL,0.9655010394953605,0.9963539481113921
PL-Narutowicza,Rn,WRF_LCZ,0.9924632522413109,0.9965186672405253
PL-Narutowicza,Rn,LI_LCZ,0.9962449785236782,0.9965345945069506
PL-Narutowicza,Rn,CESM_LCZ,0.9968674597841246,0.9965428071299699
PL-Narutowicza,SWup,CNTL,0.9693647212106633,0.9644315242767334
PL-Narutowicza,SWup,WRF_LCZ,0.9676371561279474,0.964340329170227
PL-Narutowicza,SWup,LI_LCZ,0.9682165207315399,0.964408278465271
PL-Narutowicza,SWup,CESM_LCZ,0.9656126050311764,0.9634256362915039
PL-Narutowicza,LWup,CNTL,1.0136144299962457,0.9728066325187683
PL-Narutowicza,LWup,WRF_LCZ,0.9704891165946007,0.9757115840911865
PL-Narutowicza,LWup,LI_LCZ,0.9658589108456003,0.9758209586143494
PL-Narutowicza,LWup,CESM_LCZ,0.9604418208405858,0.9758859872817993
PL-Narutowicza,Qh,CNTL,0.959543649520662,0.8501608967781067
PL-Narutowicza,Qh,WRF_LCZ,0.888276756368788,0.8192185163497925
PL-Narutowicza,Qh,LI_LCZ,0.8651734917373586,0.8025384545326233
PL-Narutowicza,Qh,CESM_LCZ,0.8520779835200976,0.8084489107131958
PL-Narutowicza,Qle,CNTL,0.6765825226558296,0.5270696878433228
PL-Narutowicza,Qle,WRF_LCZ,0.6743380544586264,0.5260860919952393
PL-Narutowicza,Qle,LI_LCZ,0.6731601241177645,0.5257827639579773
PL-Narutowicza,Qle,CESM_LCZ,0.6677092979707966,0.524664580821991
PL-Narutowicza,Qtau,CNTL,,
PL-Narutowicza,Qtau,WRF_LCZ,,
PL-Narutowicza,Qtau,LI_LCZ,,
PL-Narutowicza,Qtau,CESM_LCZ,,
SG-TelokKurau06,Rn,CNTL,0.8818493254041504,0.9986518621444702
SG-TelokKurau06,Rn,WRF_LCZ,0.9260502856934304,0.9988086223602295
SG-TelokKurau06,Rn,LI_LCZ,0.9232403762267692,0.9988011121749878
SG-TelokKurau06,Rn,CESM_LCZ,0.9229811781335913,0.9988009333610535
SG-TelokKurau06,SWup,CNTL,1.0704359304001765,0.9960368275642395
SG-TelokKurau06,SWup,WRF_LCZ,1.0704359304001765,0.9960368275642395
SG-TelokKurau06,SWup,LI_LCZ,1.0704359304001765,0.9960368275642395
SG-TelokKurau06,SWup,CESM_LCZ,1.0704359304001765,0.9960368275642395
SG-TelokKurau06,LWup,CNTL,2.030029660589217,0.9771609306335449
SG-TelokKurau06,LWup,WRF_LCZ,1.636895281582299,0.9819281697273254
SG-TelokKurau06,LWup,LI_LCZ,1.660551072699586,0.9822390675544739
SG-TelokKurau06,LWup,CESM_LCZ,1.6627189374593268,0.9822408556938171
SG-TelokKurau06,Qh,CNTL,1.0983389641720605,0.9634198546409607
SG-TelokKurau06,Qh,WRF_LCZ,0.9489720354325352,0.9555994868278503
SG-TelokKurau06,Qh,LI_LCZ,0.9620107053920174,0.9567487239837646
SG-TelokKurau06,Qh,CESM_LCZ,0.963830313595877,0.956876814365387
SG-TelokKurau06,Qle,CNTL,0.810772909945423,0.5898052453994751
SG-TelokKurau06,Qle,WRF_LCZ,0.790728605389526,0.5785036087036133
SG-TelokKurau06,Qle,LI_LCZ,0.7911685799231641,0.5788716673851013
SG-TelokKurau06,Qle,CESM_LCZ,0.7912893375775212,0.5790456533432007
SG-TelokKurau06,Qtau,CNTL,,
SG-TelokKurau06,Qtau,WRF_LCZ,,
SG-TelokKurau06,Qtau,LI_LCZ,,
SG-TelokKurau06,Qtau,CESM_LCZ,,
UK-KingsCollege,Rn,CNTL,0.9351639929394273,0.9995115995407104
UK-KingsCollege,Rn,WRF_LCZ,0.9873520648899864,0.999253511428833
UK-KingsCollege,Rn,LI_LCZ,0.9943233796456815,0.9991766810417175
UK-KingsCollege,Rn,CESM_LCZ,0.9959622678662874,0.9993035793304443
UK-KingsCollege,SWup,CNTL,0.969988897734274,0.9884654879570007
UK-KingsCollege,SWup,WRF_LCZ,0.969988897734274,0.9884654879570007
UK-KingsCollege,SWup,LI_LCZ,0.969988897734274,0.9884654879570007
UK-KingsCollege,SWup,CESM_LCZ,0.969988897734274,0.9884654879570007
UK-KingsCollege,LWup,CNTL,1.165302545800289,0.9797369241714478
UK-KingsCollege,LWup,WRF_LCZ,1.053953451589591,0.9923526048660278
UK-KingsCollege,LWup,LI_LCZ,1.0416700913953454,0.9914608001708984
UK-KingsCollege,LWup,CESM_LCZ,1.019943813374416,0.9923914074897766
UK-KingsCollege,Qh,CNTL,1.170616002442404,0.8036748766899109
UK-KingsCollege,Qh,WRF_LCZ,0.8919211886819403,0.7624471187591553
UK-KingsCollege,Qh,LI_LCZ,0.8466279725812708,0.742148220539093
UK-KingsCollege,Qh,CESM_LCZ,0.8188357579819173,0.7598661184310913
UK-KingsCollege,Qle,CNTL,0.9229463514674271,0.4229241609573364
