time,lndgrid,urban_heat,hour,minute,index,site,date
18:00,0,-16.10051,18,0,0,AU-Pre,2004-05-21 18:00:00
18:30,0,-14.048492,18,30,0,AU-Pre,2004-05-21 18:30:00
19:00,0,-18.414843,19,0,0,AU-Pre,2004-05-21 19:00:00
19:30,0,-22.416838,19,30,0,AU-Pre,2004-05-21 19:30:00
20:00,0,-22.133064,20,0,0,AU-Pre,2004-05-21 20:00:00
20:30,0,-16.414785,20,30,0,AU-Pre,2004-05-21 20:30:00
21:00,0,-17.848309,21,0,0,AU-Pre,2004-05-21 21:00:00
21:30,0,-15.576793,21,30,0,AU-Pre,2004-05-21 21:30:00
22:00,0,-7.7839804,22,0,0,AU-Pre,2004-05-21 22:00:00
22:30,0,7.848464,22,30,0,AU-Pre,2004-05-21 22:30:00
23:00,0,24.05575,23,0,0,AU-Pre,2004-05-21 23:00:00
23:30,0,34.42265,23,30,0,AU-Pre,2004-05-21 23:30:00
00:00,0,47.395267,0,0,0,AU-Pre,2004-05-22 00:00:00
00:30,0,47.446533,0,30,0,AU-Pre,2004-05-22 00:30:00
01:00,0,69.66125,1,0,0,AU-Pre,2004-05-22 01:00:00
01:30,0,71.54999,1,30,0,AU-Pre,2004-05-22 01:30:00
02:00,0,79.47196,2,0,0,AU-Pre,2004-05-22 02:00:00
02:30,0,80.06778,2,30,0,AU-Pre,2004-05-22 02:30:00
03:00,0,93.769264,3,0,0,AU-Pre,2004-05-22 03:00:00
03:30,0,72.74316,3,30,0,AU-Pre,2004-05-22 03:30:00
04:00,0,50.114693,4,0,0,AU-Pre,2004-05-22 04:00:00
04:30,0,51.268223,4,30,0,AU-Pre,2004-05-22 04:30:00
05:00,0,44.793262,5,0,0,AU-Pre,2004-05-22 05:00:00
05:30,0,32.32259,5,30,0,AU-Pre,2004-05-22 05:30:00
06:00,0,6.692442,6,0,0,AU-Pre,2004-05-22 06:00:00
06:30,0,5.907187,6,30,0,AU-Pre,2004-05-22 06:30:00
07:00,0,-4.5512123,7,0,0,AU-Pre,2004-05-22 07:00:00
07:30,0,-15.930451,7,30,0,AU-Pre,2004-05-22 07:30:00
